DATE,ROID,ID,MSNAME,MSISO,N_RETURNEES,N_ESC_OBS_MED,N_ESC,N_ESC_LEAD,N_MEDS,N_OBS,N_MONITORS,FX_CONTRIB,OPTYPE,NOTES_COMMENTS,N_ESC_POOL,N_MONITORS_POOL
2018-03-14,NA,2018_68,Germany,DEU,135,39,38,1,2,NA,NA,166853.29,JRO,NA,NA,NA
2018-03-15,NA,2018_69,Austria,AUT,13,35,34,1,3,NA,1,290164.65,JRO,NA,NA,NA
2018-03-15,NA,2018_69,Belgium,BEL,1,3,2,1,NA,NA,1,3120.9,JRO,NA,NA,NA
2018-03-15,NA,2018_69,Finland,FIN,3,9,9,NA,NA,NA,NA,39758.65,JRO,NA,NA,NA
2018-03-15,NA,2018_69,Iceland,ISL,2,7,6,1,NA,NA,NA,53095.7,JRO,NA,NA,NA
2018-01-11,RO-00541,2018_7,Italy,ITA,18,61,60,1,2,NA,NA,60398,NRO,NA,NA,NA
2018-03-15,RO-00595,2018_70,Germany,DEU,29,NA,NA,NA,NA,NA,NA,31726.54,CRO,NA,NA,NA
2018-03-15,RO-00595,2018_70,Montenegro,MNE,NA,NA,NA,NA,NA,NA,NA,NA,CRO,NA,NA,NA
2018-03-15,RO-00595,2018_70,Portugal,PRT,NA,NA,NA,NA,NA,NA,1,NA,CRO,NA,NA,NA
2018-03-15,RO-00608,2018_71,Italy,ITA,31,83,83,NA,2,NA,NA,48429.5,NRO,NA,NA,NA
2018-03-19,RO-00613,2018_72,Italy,ITA,34,77,77,NA,2,NA,NA,51005,NRO,NA,NA,NA
2018-03-20,NA,2018_73,Germany,DEU,3,12,11,1,NA,NA,NA,115107.54,JRO,NA,NA,NA
2018-03-20,NA,2018_73,Latvia,LVA,NA,NA,NA,NA,NA,NA,1,NA,JRO,NA,NA,NA
2018-03-20,NA,2018_74,Austria,AUT,NA,NA,NA,NA,NA,NA,1,NA,JRO,NA,NA,NA
2018-03-20,NA,2018_74,Germany,DEU,97,43,42,1,4,NA,NA,119599.52,JRO,NA,NA,NA
2018-03-20,NA,2018_74,Romania,ROU,NA,NA,NA,NA,NA,NA,1,NA,JRO,NA,NA,NA
2018-03-21,RO-00601,2018_75,Austria,AUT,NA,NA,NA,NA,NA,NA,1,NA,CRO,NA,NA,NA
2018-03-21,RO-00601,2018_75,Georgia,GEO,NA,NA,NA,NA,NA,NA,NA,NA,CRO,NA,NA,NA
2018-03-21,RO-00601,2018_75,Germany,DEU,52,46,42,4,1,NA,NA,119745.8,CRO,NA,NA,NA
2018-03-21,RO-00614,2018_76,Albania,ALB,NA,NA,NA,NA,NA,NA,NA,NA,CRO,NA,NA,NA
2018-03-21,RO-00614,2018_76,Austria,AUT,NA,NA,NA,NA,NA,NA,1,NA,CRO,NA,NA,NA
2018-03-21,RO-00614,2018_76,Belgium,BEL,6,NA,NA,NA,NA,NA,NA,NA,CRO,NA,NA,NA
2018-03-21,RO-00614,2018_76,France,FRA,25,38,33,1,2,2,NA,49368.63,CRO,NA,NA,NA
2018-03-21,RO-00614,2018_76,Netherlands,NLD,7,NA,NA,NA,NA,NA,NA,NA,CRO,NA,NA,NA
2018-03-22,NA,2018_77,Austria,AUT,8,23,22,1,3,NA,1,69980.39,JRO,NA,NA,NA
2018-03-22,NA,2018_77,Sweden,SWE,4,9,8,1,NA,NA,NA,28923.33,JRO,NA,NA,NA
2018-03-22,RO-00590,2018_78,Spain,ESP,36,62,61,1,2,NA,2,157139.84,NRO,NA,NA,NA
2018-03-26,NA,2018_79,Germany,DEU,10,41,40,1,1,NA,NA,153550.02,JRO,NA,NA,NA
2018-03-26,NA,2018_79,Romania,ROU,NA,NA,NA,NA,NA,NA,1,NA,JRO,NA,NA,NA
2018-01-16,NA,2018_8,Austria,AUT,13,30,29,1,3,NA,1,53555.89,JRO,NA,NA,NA
2018-01-16,NA,2018_8,Bulgaria,BGR,1,NA,NA,NA,NA,NA,NA,4019.67,JRO,NA,NA,NA
2018-03-28,RO-00519,2018_80,Albania,ALB,NA,NA,NA,NA,NA,NA,NA,NA,CRO,NA,NA,NA
2018-03-28,RO-00519,2018_80,Belgium,BEL,6,NA,NA,NA,NA,NA,NA,NA,CRO,NA,NA,NA
2018-03-28,RO-00519,2018_80,France,FRA,25,36,28,1,2,5,1,47974.43,CRO,NA,NA,NA
2018-03-28,RO-00519,2018_80,Portugal,PRT,NA,NA,NA,NA,NA,NA,1,NA,CRO,NA,NA,NA
2018-03-28,NA,2018_81,Austria,AUT,15,37,36,1,2,NA,1,64015.92,JRO,NA,NA,NA
2018-03-29,NA,2018_81,Hungary,HUN,1,3,2,1,1,NA,1,630.78,JRO,NA,NA,NA
2018-03-28,NA,2018_82,Germany,DEU,50,57,56,1,2,NA,NA,144881,JRO,NA,NA,NA
2018-03-28,NA,2018_82,Romania,ROU,NA,NA,NA,NA,NA,NA,1,NA,JRO,NA,NA,NA
2018-03-28,RO-00603,2018_83,Switzerland,CHE,5,16,15,1,2,NA,1,114549.09,NRO,NA,NA,NA
2018-03-29,RO-00549,2018_84,Germany,DEU,57,18,17,1,NA,2,NA,43893.13,CRO,NA,NA,NA
2018-03-29,RO-00549,2018_84,Netherlands,NLD,NA,NA,NA,NA,NA,NA,2,NA,CRO,NA,NA,NA
2018-04-03,RO-00408,2018_85,Austria,AUT,NA,NA,NA,NA,NA,NA,1,NA,CRO,NA,NA,NA
2018-04-03,RO-00408,2018_85,Georgia,GEO,NA,NA,NA,NA,NA,NA,NA,NA,CRO,NA,NA,NA
2018-04-03,RO-00408,2018_85,Germany,DEU,50,33,32,1,NA,NA,NA,145872.78,CRO,NA,NA,NA
2018-04-03,RO-00408,2018_85,Switzerland,CHE,4,NA,NA,NA,NA,NA,NA,NA,CRO,NA,NA,NA
2018-04-04,RO-00580,2018_86,Albania,ALB,NA,NA,NA,NA,NA,NA,NA,NA,CRO,NA,NA,NA
2018-04-04,RO-00580,2018_86,Austria,AUT,NA,NA,NA,NA,NA,NA,1,NA,CRO,NA,NA,NA
2018-04-04,RO-00580,2018_86,Belgium,BEL,6,NA,NA,NA,NA,NA,NA,NA,CRO,NA,NA,NA
2018-04-04,RO-00580,2018_86,France,FRA,23,34,29,1,2,2,NA,45273.58,CRO,NA,NA,NA
2018-04-05,NA,2018_87,Austria,AUT,NA,NA,NA,NA,NA,NA,1,NA,JRO,NA,NA,NA
2018-04-05,NA,2018_87,Germany,DEU,55,55,54,1,2,NA,NA,116608.52,JRO,NA,NA,NA
2018-04-05,RO-00626,2018_88,Italy,ITA,27,67,66,1,2,NA,NA,59085,NRO,NA,NA,NA
2018-04-09,NA,2018_89,Austria,AUT,17,40,39,1,NA,NA,1,4310.69,JRO,NA,NA,NA
2018-04-09,NA,2018_89,Finland,FIN,NA,NA,NA,NA,NA,NA,1,NA,JRO,NA,NA,NA
2018-04-09,NA,2018_89,Sweden,SWE,10,39,34,2,2,1,2,437048.3,JRO,NA,NA,NA
2018-01-17,NA,2018_9,Austria,AUT,NA,NA,NA,NA,NA,NA,1,NA,JRO,NA,NA,NA
2018-01-17,NA,2018_9,Germany,DEU,16,61,54,1,4,2,1,222783.79,JRO,NA,NA,NA
2018-01-17,NA,2018_9,Sweden,SWE,6,14,13,1,NA,NA,NA,8490.49,JRO,NA,NA,NA
2018-04-10,NA,2018_90,Germany,DEU,9,31,30,1,NA,NA,NA,174243.17,JRO,NA,NA,NA
2018-04-10,NA,2018_90,Netherlands,NLD,NA,NA,NA,NA,NA,NA,1,NA,JRO,NA,NA,NA
2018-04-10,NA,2018_90,Switzerland,CHE,1,4,3,1,NA,NA,NA,13024.08,JRO,NA,NA,NA
2018-04-10,RO-00578,2018_91,Switzerland,CHE,6,23,19,1,2,1,NA,165189.6,NRO,NA,NA,NA
2018-04-10,RO-00624,2018_92,Germany,DEU,31,41,40,1,2,NA,NA,306302.56,NRO,NA,NA,NA
2018-04-11,RO-00582,2018_93,Albania,ALB,NA,NA,NA,NA,NA,NA,NA,NA,CRO,NA,NA,NA
2018-04-11,RO-00582,2018_93,Austria,AUT,NA,NA,NA,NA,NA,NA,1,NA,CRO,NA,NA,NA
2018-04-11,RO-00582,2018_93,Belgium,BEL,6,NA,NA,NA,NA,NA,NA,NA,CRO,NA,NA,NA
2018-04-11,RO-00582,2018_93,France,FRA,24,35,29,1,2,3,NA,46602.52,CRO,NA,NA,NA
2018-04-11,RO-00612,2018_94,Germany,DEU,22,67,66,1,2,NA,NA,89585.95,NRO,NA,NA,NA
2018-04-12,RO-00602,2018_95,Austria,AUT,NA,NA,NA,NA,NA,NA,1,NA,CRO,NA,NA,NA
2018-04-12,RO-00602,2018_95,Germany,DEU,27,24,23,1,NA,NA,NA,40162.65,CRO,NA,NA,NA
2018-04-12,RO-00627,2018_96,Italy,ITA,40,86,86,NA,2,NA,NA,41105.99,NRO,NA,NA,NA
2018-04-16,RO-00639,2018_97,Italy,ITA,40,91,91,NA,2,NA,NA,52722,NRO,NA,NA,NA
2018-04-17,RO-00618,2018_98,France,FRA,13,20,19,1,1,NA,NA,39647.15,NRO,NA,NA,NA
2018-04-17,RO-00619,2018_99,Germany,DEU,107,36,35,1,2,NA,NA,169771.62,NRO,NA,NA,NA
NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-12,RO-00853,RO-00853,Austria,AUT,20,45,43,1,NA,0,1,2822.95,JRO,NA,0,NA
2019-03-12,RO-00853,RO-00853,Bulgaria,BGR,NA,7,0,0,NA,0,0,10194.94,JRO,NA,7,NA
2019-03-12,RO-00853,RO-00853,Czech Republic,CZE,NA,3,0,0,NA,0,0,4369.26,JRO,NA,3,NA
2019-03-12,RO-00853,RO-00853,Greece,GRC,3,10,9,1,NA,0,0,0,JRO,NA,0,NA
2019-03-12,RO-00853,RO-00853,Hungary,HUN,2,10,4,1,NA,0,0,6810.21,JRO,NA,5,NA
2019-03-12,RO-00853,RO-00853,Slovenia,SVN,NA,3,0,0,NA,0,0,3660.24,JRO,NA,3,NA
2019-03-12,RO-00853,RO-00853,Sweden,SWE,25,50,46,2,NA,1,1,501562.19,JRO,NA,0,NA
2019-06-11,RO-00855,RO-00855,Austria,AUT,18,41,39,1,NA,0,1,3222.91,JRO,NA,0,NA
2019-06-11,RO-00855,RO-00855,Sweden,SWE,25,67,63,2,NA,1,1,541261.13,JRO,NA,0,NA
2019-01-30,RO-00857,RO-00857,Austria,AUT,19,53,51,1,NA,0,1,380560.69,JRO,NA,0,NA
2019-01-30,RO-00857,RO-00857,Switzerland,CHE,2,7,6,1,NA,0,0,54161.84,JRO,NA,0,NA
2019-01-30,RO-00857,RO-00857,Germany,DEU,11,39,38,1,NA,0,0,12404.33,JRO,NA,0,NA
2019-01-30,RO-00857,RO-00857,Italy,ITA,7,18,16,1,NA,0,1,81385.36,JRO,NA,0,NA
2019-01-30,RO-00857,RO-00857,Norway,NOR,1,4,3,1,NA,0,0,50483.84,JRO,NA,0,NA
2019-01-30,RO-00857,RO-00857,Sweden,SWE,5,16,14,1,NA,0,1,22236.7,JRO,NA,0,NA
2019-02-27,RO-00858,RO-00858,Austria,AUT,29,65,63,1,NA,0,1,369525.02,JRO,NA,0,NA
2019-02-27,RO-00858,RO-00858,Switzerland,CHE,3,8,8,0,NA,0,0,33980.81,JRO,NA,0,NA
2019-02-27,RO-00858,RO-00858,Germany,DEU,21,59,58,1,NA,0,0,67099.27,JRO,NA,0,NA
2019-02-27,RO-00858,RO-00858,France,FRA,3,7,6,1,NA,0,0,11521.64,JRO,NA,0,NA
2019-02-27,RO-00858,RO-00858,Sweden,SWE,2,7,5,1,NA,0,1,25803.56,JRO,NA,0,NA
2019-04-10,RO-00859,RO-00859,Austria,AUT,15,46,43,1,NA,1,1,325374.67,JRO,NA,0,NA
2019-04-10,RO-00859,RO-00859,Germany,DEU,12,36,35,1,NA,0,0,14480.64,JRO,NA,0,NA
2019-04-10,RO-00859,RO-00859,France,FRA,3,8,7,1,NA,0,0,13815.12,JRO,NA,0,NA
2019-04-10,RO-00859,RO-00859,Hungary,HUN,1,3,2,1,NA,0,0,855.79,JRO,NA,0,NA
2019-04-10,RO-00859,RO-00859,Sweden,SWE,2,9,7,1,NA,0,1,38237.14,JRO,NA,0,NA
2019-03-15,RO-00860,RO-00860,Austria,AUT,19,47,45,1,NA,0,1,80340.65,JRO,NA,0,NA
2019-03-15,RO-00860,RO-00860,Germany,DEU,6,15,14,1,NA,0,0,42142.05,JRO,NA,0,NA
2019-01-07,RO-00868,RO-00868,Germany,DEU,35,111,110,1,NA,0,0,473072.07,JRO,NA,0,NA
2019-02-18,RO-00869,RO-00869,Germany,DEU,38,94,93,1,NA,0,0,447029.74,JRO,NA,0,NA
2019-03-19,RO-00870,RO-00870,Germany,DEU,21,76,75,1,NA,0,0,442426.1,JRO,NA,0,NA
2019-01-22,RO-00871,RO-00871,Austria,AUT,16,38,36,1,NA,0,1,58797.1,NRO,NA,0,NA
2019-01-15,RO-00874,RO-00874,Austria,AUT,13,34,32,1,NA,0,1,176343.82,JRO,NA,0,NA
2019-01-15,RO-00874,RO-00874,Ireland,IRL,8,26,24,1,NA,0,1,0,JRO,NA,0,NA
2019-02-14,RO-00875,RO-00875,Austria,AUT,3,17,15,1,NA,0,1,58278.01,JRO,NA,0,NA
2019-02-14,RO-00875,RO-00875,Germany,DEU,4,17,16,1,NA,0,0,41578.71,JRO,NA,0,NA
2019-01-22,RO-00879,RO-00879,Germany,DEU,27,81,80,1,NA,0,0,275038.15,JRO,NA,0,NA
2019-01-24,RO-00882,RO-00882,Germany,DEU,55,39,37,2,NA,0,0,105258.11,CRO,NA,0,NA
2019-01-24,RO-00882,RO-00882,France,FRA,5,0,0,0,NA,0,0,4886.49,CRO,NA,0,NA
2019-01-24,RO-00882,RO-00882,Sweden,SWE,1,0,0,0,NA,0,0,14569.6,CRO,NA,0,NA
2019-02-21,RO-00883,RO-00883,Germany,DEU,72,40,38,1,NA,1,0,103975.33,CRO,NA,0,NA
2019-02-21,RO-00883,RO-00883,France,FRA,2,0,0,0,NA,0,0,5393.37,CRO,NA,0,NA
2019-02-21,RO-00883,RO-00883,Luxembourg,LUX,4,0,0,0,NA,0,0,1286.41,CRO,NA,0,NA
2019-03-26,RO-00884,RO-00884,Germany,DEU,74,39,37,2,NA,0,0,104180.52,CRO,NA,0,NA
2019-03-26,RO-00884,RO-00884,France,FRA,4,0,0,0,NA,0,0,4931.48,CRO,NA,0,NA
2019-01-29,RO-00885,RO-00885,Germany,DEU,34,33,27,3,NA,2,0,35990.48,CRO,NA,0,1
2019-01-16,RO-00886,RO-00886,Germany,DEU,18,72,71,1,NA,0,0,91894.27,JRO,NA,0,NA
2019-01-17,RO-00887,RO-00887,Switzerland,CHE,3,0,0,0,NA,0,0,28711.88,CRO,NA,0,NA
2019-01-17,RO-00887,RO-00887,Germany,DEU,62,45,44,1,NA,0,0,107174.71,CRO,NA,0,NA
2019-01-15,RO-00888,RO-00888,Germany,DEU,66,41,40,1,NA,0,0,82944.6,JRO,NA,0,NA
2019-01-29,RO-00889,RO-00889,Germany,DEU,120,49,45,1,NA,1,2,167861.5,NRO,NA,0,NA
2019-01-03,RO-00891,RO-00891,Germany,DEU,40,42,40,1,NA,0,0,89576.4,NRO,NA,0,1
2019-01-14,RO-00892,RO-00892,Germany,DEU,32,39,38,1,NA,0,0,73790.38,JRO,NA,0,NA
2019-02-05,RO-00894,RO-00894,Austria,AUT,8,31,29,1,NA,0,1,152550.1,JRO,NA,0,NA
2019-02-05,RO-00894,RO-00894,Germany,DEU,6,24,23,1,NA,0,0,21999.03,JRO,NA,0,NA
2019-01-04,RO-00896,RO-00896,Germany,DEU,2,14,13,1,NA,0,0,179306.11,JRO,NA,0,NA
2019-01-08,RO-00898,RO-00898,Spain,ESP,2,7,6,1,NA,0,0,0,JRO,NA,0,NA
2019-01-08,RO-00898,RO-00898,Netherlands,NLD,NA,11,7,2,NA,0,2,1361.27,JRO,NA,0,NA
2019-01-22,RO-00901,RO-00901,Germany,DEU,27,46,46,0,NA,0,0,268825.18,JRO,NA,0,NA
2019-01-15,RO-00902,RO-00902,Belgium,BEL,3,0,0,0,NA,0,0,88.31,CRO,NA,0,NA
2019-01-15,RO-00902,RO-00902,France,FRA,30,37,32,2,NA,3,0,43317.92,CRO,NA,0,NA
2019-01-22,RO-00904,RO-00904,Belgium,BEL,3,0,0,0,NA,0,0,88.31,CRO,NA,0,NA
2019-01-22,RO-00904,RO-00904,France,FRA,21,40,35,2,NA,3,0,41541.22,CRO,NA,0,NA
2019-01-29,RO-00905,RO-00905,Belgium,BEL,5,0,0,0,NA,0,0,170.85,CRO,NA,0,NA
2019-01-29,RO-00905,RO-00905,France,FRA,22,40,35,2,NA,3,0,43533.66,CRO,NA,0,NA
2019-01-29,RO-00907,RO-00907,Germany,DEU,15,58,57,1,NA,0,0,275361.83,JRO,NA,0,NA
2019-02-05,RO-00910,RO-00910,Germany,DEU,55,47,45,1,NA,0,0,76957.02,NRO,NA,0,1
2019-02-05,RO-00910,RO-00910,Sweden,SWE,NA,0,0,0,NA,0,0,NA,NRO,NA,0,NA
2019-03-06,RO-00914,RO-00914,Switzerland,CHE,7,27,25,1,NA,0,1,275086.34,JRO,NA,0,NA
2019-03-06,RO-00914,RO-00914,Germany,DEU,1,4,3,1,NA,0,0,27257.09,JRO,NA,0,NA
2019-03-13,RO-00915,RO-00915,Greece,GRC,5,19,16,1,NA,0,2,0,JRO,NA,0,NA
2019-03-13,RO-00915,RO-00915,Sweden,SWE,2,7,5,1,NA,0,1,38350.29,JRO,NA,0,NA
2019-07-23,RO-00916,RO-00916,Greece,GRC,17,50,47,1,NA,0,2,0,JRO,NA,0,NA
2019-07-23,RO-00916,RO-00916,Sweden,SWE,2,7,6,1,NA,0,0,48167.39,JRO,NA,0,NA
2019-02-06,RO-00918,RO-00918,Germany,DEU,17,66,64,1,NA,0,0,95161.14,NRO,NA,0,1
2019-02-12,RO-00920,RO-00920,Germany,DEU,81,48,47,1,NA,0,0,88528.2,JRO,NA,0,NA
2019-01-03,RO-00923,RO-00923,Italy,ITA,32,77,76,1,NA,0,0,60600,NRO,NA,0,NA
2019-01-10,RO-00925,RO-00925,Italy,ITA,32,79,77,0,NA,0,2,43430,NRO,NA,0,NA
2019-02-26,RO-00926,RO-00926,Germany,DEU,78,45,44,0,NA,0,0,195123.33,NRO,NA,0,1
2019-02-25,RO-00927,RO-00927,Germany,DEU,20,67,66,1,NA,0,0,195123.33,JRO,NA,0,NA
2019-02-05,RO-00928,RO-00928,Belgium,BEL,5,0,0,0,NA,0,0,170.85,CRO,NA,0,NA
2019-02-05,RO-00928,RO-00928,France,FRA,28,40,35,2,NA,3,0,43541.64,CRO,NA,0,NA
2019-02-12,RO-00929,RO-00929,Belgium,BEL,5,0,0,0,NA,0,0,170.85,CRO,NA,0,NA
2019-02-12,RO-00929,RO-00929,France,FRA,21,40,35,2,NA,3,0,42154.86,CRO,NA,0,NA
2019-02-19,RO-00930,RO-00930,Belgium,BEL,5,0,0,0,NA,0,0,170.85,CRO,NA,0,NA
2019-02-19,RO-00930,RO-00930,France,FRA,21,37,32,2,NA,3,0,42233.25,CRO,NA,0,NA
2019-02-07,RO-00931,RO-00931,Spain,ESP,39,71,68,1,NA,0,2,199379.39,NRO,NA,0,NA
2019-02-26,RO-00932,RO-00932,Belgium,BEL,5,0,0,0,NA,0,0,170.85,CRO,NA,0,NA
2019-02-26,RO-00932,RO-00932,France,FRA,29,39,33,2,NA,4,0,44004.95,CRO,NA,0,NA
2019-02-27,RO-00933,RO-00933,Spain,ESP,65,98,95,1,NA,0,2,363121.88,JRO,NA,0,NA
2019-02-27,RO-00933,RO-00933,Finland,FIN,5,10,9,1,NA,0,0,70067.69,JRO,NA,0,NA
2019-01-17,RO-00934,RO-00934,Italy,ITA,16,41,40,1,NA,0,0,39895,NRO,NA,0,NA
2019-03-07,RO-00935,RO-00935,Germany,DEU,62,35,34,1,NA,0,0,100980.56,JRO,NA,0,NA
2019-03-14,RO-00936,RO-00936,Germany,DEU,56,41,38,2,NA,0,0,83487.54,NRO,NA,0,1
2019-02-09,RO-00937,RO-00937,Italy,ITA,34,86,85,1,NA,0,0,125822.21,NRO,NA,0,NA
2019-03-28,RO-00939,RO-00939,Germany,DEU,30,80,79,1,NA,0,0,277071.17,JRO,NA,0,NA
2019-01-22,RO-00941,RO-00941,Italy,ITA,22,74,72,2,NA,0,0,53530,NRO,NA,0,NA
2019-02-28,RO-00942,RO-00942,Germany,DEU,4,18,17,1,NA,0,0,52064.03,JRO,NA,0,NA
2019-02-14,RO-00943,RO-00943,Finland,FIN,4,12,10,1,NA,0,1,80844.95,NRO,NA,0,NA
2019-01-24,RO-00944,RO-00944,Italy,ITA,9,54,53,1,NA,0,0,39379.9,NRO,NA,0,NA
2019-03-05,RO-00945,RO-00945,Germany,DEU,56,72,71,1,NA,0,0,70687.21,JRO,NA,0,NA
2019-03-26,RO-00946,RO-00946,Germany,DEU,85,43,42,1,NA,0,0,100825.91,JRO,NA,0,NA
2019-05-07,RO-00947,RO-00947,Germany,DEU,37,23,22,1,NA,0,0,40282.1,CRO,NA,0,NA
2019-06-25,RO-00949,RO-00949,Germany,DEU,49,26,24,1,NA,1,0,39115,CRO,NA,0,NA
2019-09-24,RO-00950,RO-00950,Germany,DEU,60,25,24,1,NA,0,0,40422.31,CRO,NA,0,NA
2019-01-28,RO-00951,RO-00951,Italy,ITA,16,53,52,1,NA,0,0,37269,NRO,NA,0,NA
2019-04-11,RO-00952,RO-00952,Germany,DEU,101,42,41,1,NA,0,0,102025.6,JRO,NA,0,NA
2019-04-30,RO-00953,RO-00953,Germany,DEU,147,45,43,1,NA,0,1,171205.28,JRO,NA,0,NA
2019-03-07,RO-00954,RO-00954,Belgium,BEL,5,0,0,0,NA,0,0,170.85,CRO,NA,0,NA
2019-03-07,RO-00954,RO-00954,France,FRA,26,40,35,2,NA,3,0,44144.2,CRO,NA,0,NA
2019-03-19,RO-00955,RO-00955,Belgium,BEL,5,0,0,0,NA,0,0,170.85,CRO,NA,0,NA
2019-03-19,RO-00955,RO-00955,France,FRA,22,40,35,2,NA,3,0,43735.91,CRO,NA,0,NA
2019-03-12,RO-00956,RO-00956,Belgium,BEL,5,0,0,0,NA,0,0,170.85,CRO,NA,0,NA
2019-03-12,RO-00956,RO-00956,France,FRA,21,36,34,2,NA,0,0,40979.9,CRO,NA,0,NA
2019-02-27,RO-00957,RO-00957,Germany,DEU,15,52,50,1,NA,0,0,191297.61,NRO,NA,0,1
2019-03-26,RO-00958,RO-00958,Belgium,BEL,5,0,0,0,NA,0,0,170.85,CRO,NA,0,NA
2019-03-26,RO-00958,RO-00958,France,FRA,30,37,32,2,NA,3,0,42660.85,CRO,NA,0,NA
2019-04-09,RO-00959,RO-00959,Germany,DEU,5,29,28,1,NA,0,0,70146.81,JRO,NA,0,NA
2019-03-14,RO-00960,RO-00960,Germany,DEU,3,17,16,1,NA,0,0,50419.79,JRO,NA,0,NA
2019-03-13,RO-00961,RO-00961,Germany,DEU,21,72,71,1,NA,0,0,98101.69,JRO,NA,0,NA
2019-02-11,RO-00962,RO-00962,Italy,ITA,15,46,45,1,NA,0,0,39390,NRO,NA,0,NA
2019-05-15,RO-00963,RO-00963,Germany,DEU,35,52,50,1,NA,0,0,58716.75,NRO,NA,0,1
2019-04-05,RO-00964,RO-00964,Germany,DEU,20,24,23,1,NA,0,0,45674.77,JRO,NA,0,NA
2019-05-06,RO-00965,RO-00965,Germany,DEU,29,84,82,1,NA,0,1,375950.6,JRO,NA,0,NA
2019-05-06,RO-00965,RO-00965,Denmark,DNK,2,7,6,1,NA,0,0,22001.02,JRO,NA,0,NA
2019-05-06,RO-00965,RO-00965,Netherlands,NLD,NA,3,0,0,NA,3,0,0,JRO,NA,0,NA
2019-05-22,RO-00966,RO-00966,Germany,DEU,55,39,38,1,NA,0,0,106453.51,CRO,NA,0,NA
2019-05-22,RO-00966,RO-00966,Iceland,ISL,4,0,0,0,NA,0,0,97091.3,CRO,NA,0,NA
2019-05-22,RO-00966,RO-00966,Sweden,SWE,1,0,0,0,NA,0,0,12888.05,CRO,NA,0,NA
2019-03-28,RO-00967,RO-00967,Germany,DEU,27,76,74,1,NA,1,0,317667.5,JRO,NA,0,NA
2019-06-26,RO-00970,RO-00970,Austria,AUT,35,76,74,1,NA,0,1,394966.18,JRO,NA,0,NA
2019-06-26,RO-00970,RO-00970,Bulgaria,BGR,2,5,4,1,NA,0,0,5423.7,JRO,NA,0,NA
2019-06-26,RO-00970,RO-00970,Switzerland,CHE,4,14,13,1,NA,0,0,46141.86,JRO,NA,0,NA
2019-06-26,RO-00970,RO-00970,Germany,DEU,10,31,30,1,NA,0,0,28869.01,JRO,NA,0,NA
2019-06-26,RO-00970,RO-00970,Hungary,HUN,3,7,6,1,NA,0,0,914.94,JRO,NA,0,NA
2019-08-28,RO-00971,RO-00971,Austria,AUT,27,57,55,1,NA,0,1,373713.32,JRO,NA,0,NA
2019-08-28,RO-00971,RO-00971,Switzerland,CHE,3,11,10,1,NA,0,0,38899.7,JRO,NA,0,NA
2019-08-28,RO-00971,RO-00971,Germany,DEU,16,39,38,1,NA,0,0,35451.59,JRO,NA,0,NA
2019-08-28,RO-00971,RO-00971,Hungary,HUN,1,3,2,1,NA,0,0,757.66,JRO,NA,0,NA
2019-08-28,RO-00971,RO-00971,Netherlands,NLD,NA,2,0,0,NA,2,0,0,JRO,NA,0,NA
2019-07-24,RO-00973,RO-00973,Austria,AUT,5,22,19,1,NA,1,1,370970.33,JRO,NA,0,NA
2019-07-24,RO-00973,RO-00973,Germany,DEU,13,33,32,1,NA,0,0,29938,JRO,NA,0,NA
2019-07-24,RO-00973,RO-00973,Sweden,SWE,1,6,4,1,NA,0,1,18097.47,JRO,NA,0,NA
2019-05-15,RO-00974,RO-00974,Austria,AUT,16,48,45,1,NA,1,1,318418.72,JRO,NA,0,NA
2019-05-15,RO-00974,RO-00974,Belgium,BEL,NA,0,0,0,NA,0,0,4254.36,JRO,NA,0,NA
2019-05-15,RO-00974,RO-00974,Bulgaria,BGR,2,7,6,1,NA,0,0,7108.38,JRO,NA,0,NA
2019-05-15,RO-00974,RO-00974,Czech Republic,CZE,3,10,8,1,NA,0,1,2353.3,JRO,NA,0,NA
2019-05-15,RO-00974,RO-00974,Germany,DEU,17,38,37,1,NA,0,0,38502.3,JRO,NA,0,NA
2019-05-15,RO-00974,RO-00974,Finland,FIN,2,7,6,1,NA,0,0,38371.92,JRO,NA,0,NA
2019-05-15,RO-00974,RO-00974,Luxembourg,LUX,1,6,3,2,NA,0,1,5692.7,JRO,NA,0,NA
2019-05-15,RO-00974,RO-00974,Romania,ROU,2,6,5,1,NA,0,0,6266.04,JRO,NA,0,NA
2019-04-02,RO-00975,RO-00975,Belgium,BEL,5,0,0,0,NA,0,0,170.85,CRO,NA,0,NA
2019-04-02,RO-00975,RO-00975,France,FRA,22,39,34,2,NA,3,0,43691.47,CRO,NA,0,NA
2019-04-09,RO-00976,RO-00976,Belgium,BEL,5,0,0,0,NA,0,0,170.85,CRO,NA,0,NA
2019-04-09,RO-00976,RO-00976,France,FRA,38,50,45,2,NA,3,0,43253.89,CRO,NA,0,NA
2019-04-16,RO-00977,RO-00977,Belgium,BEL,5,0,0,0,NA,0,0,170.85,CRO,NA,0,NA
2019-04-16,RO-00977,RO-00977,Finland,FIN,5,0,0,0,NA,0,0,35330.81,CRO,NA,0,NA
2019-04-16,RO-00977,RO-00977,France,FRA,29,41,35,2,NA,4,0,43062.72,CRO,NA,0,NA
2019-04-24,RO-00978,RO-00978,Belgium,BEL,5,0,0,0,NA,0,0,170.85,CRO,NA,0,NA
